Test Number,Matrix,Size,Density,Condition Number,IEEE 64,IEEE 32,BFloat16,64A BFloat16,64A IEEE 32 IC,RCM IEEE 64,RCM IEEE 32,RCM BFloat16,RCM 64A BFloat16,RCM 64A IEEE 32 IC, 

VECTOR COMPARISON
